,country,year,cases,sex,age
46505,AZ,2001,2.0,f,0-14
58043,AZ,2001,1.0,f,25-34
354,AZ,2002,6.0,m,0-14
6123,AZ,2002,290.0,m,15-24
11892,AZ,2002,433.0,m,25-34
17661,AZ,2002,359.0,m,35-44
23430,AZ,2002,190.0,m,45-54
29199,AZ,2002,72.0,m,55-64
34968,AZ,2002,16.0,m,65
46506,AZ,2002,5.0,f,0-14
52275,AZ,2002,48.0,f,15-24
58044,AZ,2002,88.0,f,25-34
63813,AZ,2002,80.0,f,35-44
69582,AZ,2002,34.0,f,45-54
75351,AZ,2002,19.0,f,55-64
81120,AZ,2002,21.0,f,65
355,AZ,2003,3.0,m,0-14
6124,AZ,2003,212.0,m,15-24
11893,AZ,2003,258.0,m,25-34
17662,AZ,2003,215.0,m,35-44
23431,AZ,2003,113.0,m,45-54
29200,AZ,2003,66.0,m,55-64
34969,AZ,2003,20.0,m,65
46507,AZ,2003,1.0,f,0-14
52276,AZ,2003,72.0,f,15-24
58045,AZ,2003,60.0,f,25-34
63814,AZ,2003,62.0,f,35-44
69583,AZ,2003,48.0,f,45-54
75352,AZ,2003,26.0,f,55-64
81121,AZ,2003,5.0,f,65
356,AZ,2004,8.0,m,0-14
6125,AZ,2004,248.0,m,15-24
11894,AZ,2004,311.0,m,25-34
17663,AZ,2004,222.0,m,35-44
23432,AZ,2004,167.0,m,45-54
29201,AZ,2004,92.0,m,55-64
34970,AZ,2004,83.0,m,65
46508,AZ,2004,8.0,f,0-14
52277,AZ,2004,120.0,f,15-24
58046,AZ,2004,65.0,f,25-34
63815,AZ,2004,57.0,f,35-44
69584,AZ,2004,34.0,f,45-54
75353,AZ,2004,33.0,f,55-64
81122,AZ,2004,24.0,f,65
357,AZ,2005,77.0,m,0-14
6126,AZ,2005,109.0,m,15-24
11895,AZ,2005,297.0,m,25-34
17664,AZ,2005,215.0,m,35-44
23433,AZ,2005,209.0,m,45-54
29202,AZ,2005,187.0,m,55-64
34971,AZ,2005,88.0,m,65
40740,AZ,2005,0.0,m,unknown
46509,AZ,2005,90.0,f,0-14
52278,AZ,2005,64.0,f,15-24
58047,AZ,2005,98.0,f,25-34
63816,AZ,2005,47.0,f,35-44
69585,AZ,2005,32.0,f,45-54
75354,AZ,2005,24.0,f,55-64
81123,AZ,2005,24.0,f,65
86892,AZ,2005,0.0,f,unknown
358,AZ,2006,6.0,m,0-14
6127,AZ,2006,241.0,m,15-24
11896,AZ,2006,362.0,m,25-34
17665,AZ,2006,365.0,m,35-44
23434,AZ,2006,120.0,m,45-54
29203,AZ,2006,78.0,m,55-64
34972,AZ,2006,30.0,m,65
40741,AZ,2006,0.0,m,unknown
46510,AZ,2006,2.0,f,0-14
52279,AZ,2006,51.0,f,15-24
58048,AZ,2006,66.0,f,25-34
63817,AZ,2006,66.0,f,35-44
69586,AZ,2006,44.0,f,45-54
75355,AZ,2006,15.0,f,55-64
81124,AZ,2006,8.0,f,65
86893,AZ,2006,0.0,f,unknown
376,BA,1995,0.0,m,0-14
6145,BA,1995,15.0,m,15-24
11914,BA,1995,61.0,m,25-34
17683,BA,1995,90.0,m,35-44
23452,BA,1995,140.0,m,45-54
29221,BA,1995,139.0,m,55-64
34990,BA,1995,100.0,m,65
46528,BA,1995,0.0,f,0-14
52297,BA,1995,40.0,f,15-24
58066,BA,1995,67.0,f,25-34
63835,BA,1995,64.0,f,35-44
69604,BA,1995,49.0,f,45-54
75373,BA,1995,77.0,f,55-64
81142,BA,1995,23.0,f,65
377,BA,1996,5.0,m,0-14
6146,BA,1996,30.0,m,15-24
11915,BA,1996,48.0,m,25-34
17684,BA,1996,62.0,m,35-44
23453,BA,1996,51.0,m,45-54
29222,BA,1996,60.0,m,55-64
34991,BA,1996,39.0,m,65
46529,BA,1996,0.0,f,0-14
52298,BA,1996,23.0,f,15-24
58067,BA,1996,28.0,f,25-34
63836,BA,1996,39.0,f,35-44
69605,BA,1996,16.0,f,45-54
75374,BA,1996,27.0,f,55-64
81143,BA,1996,39.0,f,65
378,BA,1997,5.0,m,0-14
6147,BA,1997,48.0,m,15-24
11916,BA,1997,84.0,m,25-34
17685,BA,1997,99.0,m,35-44
23454,BA,1997,66.0,m,45-54
29223,BA,1997,36.0,m,55-64
34992,BA,1997,74.0,m,65
46530,BA,1997,11.0,f,0-14
52299,BA,1997,53.0,f,15-24
58068,BA,1997,42.0,f,25-34
63837,BA,1997,50.0,f,35-44
69606,BA,1997,35.0,f,45-54
75375,BA,1997,65.0,f,55-64
81144,BA,1997,83.0,f,65
379,BA,1998,1.0,m,0-14
6148,BA,1998,28.0,m,15-24
11917,BA,1998,75.0,m,25-34
17686,BA,1998,85.0,m,35-44
23455,BA,1998,75.0,m,45-54
29224,BA,1998,55.0,m,55-64
34993,BA,1998,75.0,m,65
46531,BA,1998,3.0,f,0-14
52300,BA,1998,37.0,f,15-24
58069,BA,1998,42.0,f,25-34
63838,BA,1998,27.0,f,35-44
69607,BA,1998,22.0,f,45-54
75376,BA,1998,30.0,f,55-64
81145,BA,1998,85.0,f,65
380,BA,1999,2.0,m,0-14
6149,BA,1999,44.0,m,15-24
11918,BA,1999,76.0,m,25-34
17687,BA,1999,113.0,m,35-44
23456,BA,1999,89.0,m,45-54
29225,BA,1999,60.0,m,55-64
34994,BA,1999,68.0,m,65
46532,BA,1999,6.0,f,0-14
52301,BA,1999,49.0,f,15-24
58070,BA,1999,59.0,f,25-34
63839,BA,1999,34.0,f,35-44
69608,BA,1999,24.0,f,45-54
75377,BA,1999,38.0,f,55-64
81146,BA,1999,87.0,f,65
381,BA,2000,4.0,m,0-14
6150,BA,2000,56.0,m,15-24
11919,BA,2000,82.0,m,25-34
17688,BA,2000,99.0,m,35-44
23457,BA,2000,66.0,m,45-54
29226,BA,2000,58.0,m,55-64
34995,BA,2000,77.0,m,65
46533,BA,2000,4.0,f,0-14
52302,BA,2000,30.0,f,15-24
58071,BA,2000,46.0,f,25-34
63840,BA,2000,29.0,f,35-44
69609,BA,2000,29.0,f,45-54
75378,BA,2000,48.0,f,55-64
81147,BA,2000,124.0,f,65
382,BA,2001,6.0,m,0-14
6151,BA,2001,39.0,m,15-24
11920,BA,2001,70.0,m,25-34
17689,BA,2001,110.0,m,35-44
23458,BA,2001,89.0,m,45-54
29227,BA,2001,53.0,m,55-64
34996,BA,2001,99.0,m,65
46534,BA,2001,7.0,f,0-14
52303,BA,2001,45.0,f,15-24
58072,BA,2001,50.0,f,25-34
63841,BA,2001,34.0,f,35-44
69610,BA,2001,17.0,f,45-54
75379,BA,2001,50.0,f,55-64
81148,BA,2001,127.0,f,65
383,BA,2002,1.0,m,0-14
6152,BA,2002,36.0,m,15-24
11921,BA,2002,48.0,m,25-34
17690,BA,2002,70.0,m,35-44
23459,BA,2002,69.0,m,45-54
29228,BA,2002,33.0,m,55-64
34997,BA,2002,63.0,m,65
46535,BA,2002,2.0,f,0-14
52304,BA,2002,22.0,f,15-24
58073,BA,2002,33.0,f,25-34
63842,BA,2002,18.0,f,35-44
69611,BA,2002,19.0,f,45-54
75380,BA,2002,31.0,f,55-64
81149,BA,2002,81.0,f,65
384,BA,2003,4.0,m,0-14
6153,BA,2003,32.0,m,15-24
11922,BA,2003,42.0,m,25-34
17691,BA,2003,49.0,m,35-44
23460,BA,2003,52.0,m,45-54
29229,BA,2003,45.0,m,55-64
34998,BA,2003,50.0,m,65
46536,BA,2003,4.0,f,0-14
52305,BA,2003,27.0,f,15-24
58074,BA,2003,37.0,f,25-34
63843,BA,2003,34.0,f,35-44
69612,BA,2003,14.0,f,45-54
75381,BA,2003,30.0,f,55-64
81150,BA,2003,73.0,f,65
385,BA,2004,3.0,m,0-14
6154,BA,2004,66.0,m,15-24
11923,BA,2004,79.0,m,25-34
17692,BA,2004,95.0,m,35-44
23461,BA,2004,82.0,m,45-54
29230,BA,2004,77.0,m,55-64
34999,BA,2004,115.0,m,65
46537,BA,2004,3.0,f,0-14
52306,BA,2004,45.0,f,15-24
58075,BA,2004,67.0,f,25-34
63844,BA,2004,43.0,f,35-44
69613,BA,2004,51.0,f,45-54
75382,BA,2004,59.0,f,55-64
81151,BA,2004,102.0,f,65
386,BA,2005,1.0,m,0-14
6155,BA,2005,22.0,m,15-24
11924,BA,2005,58.0,m,25-34
17693,BA,2005,61.0,m,35-44
23462,BA,2005,78.0,m,45-54
29231,BA,2005,44.0,m,55-64
35000,BA,2005,80.0,m,65
40769,BA,2005,1.0,m,unknown
46538,BA,2005,2.0,f,0-14
52307,BA,2005,35.0,f,15-24
58076,BA,2005,39.0,f,25-34
63845,BA,2005,33.0,f,35-44
69614,BA,2005,28.0,f,45-54
75383,BA,2005,28.0,f,55-64
81152,BA,2005,130.0,f,65
86921,BA,2005,0.0,f,unknown
387,BA,2006,0.0,m,0-14
6156,BA,2006,40.0,m,15-24
11925,BA,2006,58.0,m,25-34
17694,BA,2006,47.0,m,35-44
23463,BA,2006,53.0,m,45-54
29232,BA,2006,42.0,m,55-64
35001,BA,2006,66.0,m,65
40770,BA,2006,2.0,m,unknown
46539,BA,2006,0.0,f,0-14
52308,BA,2006,41.0,f,15-24
58077,BA,2006,50.0,f,25-34
63846,BA,2006,24.0,f,35-44
69615,BA,2006,29.0,f,45-54
75384,BA,2006,20.0,f,55-64
81153,BA,2006,88.0,f,65
86922,BA,2006,2.0,f,unknown
388,BA,2007,0.0,m,0-14
6157,BA,2007,0.0,m,15-24
11926,BA,2007,0.0,m,25-34
17695,BA,2007,0.0,m,35-44
23464,BA,2007,0.0,m,45-54
29233,BA,2007,0.0,m,55-64
35002,BA,2007,0.0,m,65
40771,BA,2007,0.0,m,unknown
46540,BA,2007,0.0,f,0-14
52309,BA,2007,0.0,f,15-24
58078,BA,2007,0.0,f,25-34
63847,BA,2007,0.0,f,35-44
69616,BA,2007,0.0,f,45-54
75385,BA,2007,0.0,f,55-64
81154,BA,2007,0.0,f,65
86923,BA,2007,0.0,f,unknown
389,BA,2008,0.0,m,0-14
6158,BA,2008,20.0,m,15-24
11927,BA,2008,35.0,m,25-34
17696,BA,2008,38.0,m,35-44
23465,BA,2008,84.0,m,45-54
29234,BA,2008,49.0,m,55-64
35003,BA,2008,79.0,m,65
40772,BA,2008,0.0,m,unknown
46541,BA,2008,3.0,f,0-14
52310,BA,2008,26.0,f,15-24
58079,BA,2008,26.0,f,25-34
63848,BA,2008,20.0,f,35-44
69617,BA,2008,11.0,f,45-54
75386,BA,2008,6.0,f,55-64
81155,BA,2008,112.0,f,65
86924,BA,2008,0.0,f,unknown
404,BB,1996,0.0,m,0-14
6173,BB,1996,0.0,m,15-24
11942,BB,1996,1.0,m,25-34
17711,BB,1996,0.0,m,35-44
23480,BB,1996,1.0,m,45-54
29249,BB,1996,1.0,m,55-64
35018,BB,1996,0.0,m,65
408,BB,2000,0.0,m,0-14
6177,BB,2000,0.0,m,15-24
11946,BB,2000,0.0,m,25-34
17715,BB,2000,2.0,m,35-44
23484,BB,2000,0.0,m,45-54
29253,BB,2000,0.0,m,55-64
35022,BB,2000,0.0,m,65
46560,BB,2000,0.0,f,0-14
52329,BB,2000,0.0,f,15-24
58098,BB,2000,1.0,f,25-34
63867,BB,2000,0.0,f,35-44
69636,BB,2000,0.0,f,45-54
75405,BB,2000,0.0,f,55-64
81174,BB,2000,0.0,f,65
409,BB,2001,0.0,m,0-14
6178,BB,2001,1.0,m,15-24
11947,BB,2001,1.0,m,25-34
17716,BB,2001,1.0,m,35-44
23485,BB,2001,0.0,m,45-54
29254,BB,2001,0.0,m,55-64
35023,BB,2001,1.0,m,65
46561,BB,2001,0.0,f,0-14
52330,BB,2001,0.0,f,15-24
58099,BB,2001,0.0,f,25-34
63868,BB,2001,1.0,f,35-44
69637,BB,2001,1.0,f,45-54
75406,BB,2001,0.0,f,55-64
81175,BB,2001,0.0,f,65
6179,BB,2002,2.0,m,15-24
23486,BB,2002,1.0,m,45-54
35024,BB,2002,1.0,m,65
69638,BB,2002,1.0,f,45-54
11950,BB,2004,2.0,m,25-34
17719,BB,2004,2.0,m,35-44
23488,BB,2004,6.0,m,45-54
35026,BB,2004,4.0,m,65
46564,BB,2004,1.0,f,0-14
58102,BB,2004,2.0,f,25-34
63871,BB,2004,1.0,f,35-44
69640,BB,2004,1.0,f,45-54
81178,BB,2004,1.0,f,65
11952,BB,2006,2.0,m,25-34
52335,BB,2006,1.0,f,15-24
81180,BB,2006,1.0,f,65
415,BB,2007,0.0,m,0-14
6184,BB,2007,0.0,m,15-24
11953,BB,2007,0.0,m,25-34
17722,BB,2007,0.0,m,35-44
23491,BB,2007,5.0,m,45-54
29260,BB,2007,0.0,m,55-64
35029,BB,2007,0.0,m,65
46567,BB,2007,0.0,f,0-14
52336,BB,2007,0.0,f,15-24
58105,BB,2007,0.0,f,25-34
63874,BB,2007,0.0,f,35-44
69643,BB,2007,3.0,f,45-54
75412,BB,2007,0.0,f,55-64
81181,BB,2007,0.0,f,65
416,BB,2008,0.0,m,0-14
6185,BB,2008,0.0,m,15-24
11954,BB,2008,1.0,m,25-34
17723,BB,2008,0.0,m,35-44
23492,BB,2008,0.0,m,45-54
29261,BB,2008,0.0,m,55-64
35030,BB,2008,0.0,m,65
40799,BB,2008,0.0,m,unknown
46568,BB,2008,0.0,f,0-14
52337,BB,2008,0.0,f,15-24
58106,BB,2008,0.0,f,25-34
63875,BB,2008,0.0,f,35-44
69644,BB,2008,0.0,f,45-54
75413,BB,2008,0.0,f,55-64
81182,BB,2008,0.0,f,65
86951,BB,2008,0.0,f,unknown
432,BD,1995,29.0,m,0-14
6201,BD,1995,505.0,m,15-24
11970,BD,1995,983.0,m,25-34
17739,BD,1995,1001.0,m,35-44
23508,BD,1995,748.0,m,45-54
29277,BD,1995,648.0,m,55-64
35046,BD,1995,424.0,m,65
46584,BD,1995,64.0,f,0-14
52353,BD,1995,309.0,f,15-24
58122,BD,1995,546.0,f,25-34
63891,BD,1995,360.0,f,35-44
69660,BD,1995,236.0,f,45-54
75429,BD,1995,132.0,f,55-64
81198,BD,1995,38.0,f,65
433,BD,1996,45.0,m,0-14
6202,BD,1996,723.0,m,15-24
11971,BD,1996,1322.0,m,25-34
17740,BD,1996,1264.0,m,35-44
23509,BD,1996,908.0,m,45-54
29278,BD,1996,737.0,m,55-64
35047,BD,1996,472.0,m,65
46585,BD,1996,89.0,f,0-14
52354,BD,1996,434.0,f,15-24
58123,BD,1996,663.0,f,25-34
63892,BD,1996,434.0,f,35-44
69661,BD,1996,268.0,f,45-54
75430,BD,1996,151.0,f,55-64
81199,BD,1996,41.0,f,65
434,BD,1997,201.0,m,0-14
6203,BD,1997,2639.0,m,15-24
11972,BD,1997,5013.0,m,25-34
17741,BD,1997,5226.0,m,35-44
23510,BD,1997,3926.0,m,45-54
29279,BD,1997,2901.0,m,55-64
35048,BD,1997,2003.0,m,65
46586,BD,1997,328.0,f,0-14
52355,BD,1997,1883.0,f,15-24
58124,BD,1997,2634.0,f,25-34
63893,BD,1997,1748.0,f,35-44
69662,BD,1997,1029.0,f,45-54
75431,BD,1997,527.0,f,55-64
81200,BD,1997,236.0,f,65
435,BD,1998,254.0,m,0-14
6204,BD,1998,3516.0,m,15-24
11973,BD,1998,5988.0,m,25-34
17742,BD,1998,6242.0,m,35-44
23511,BD,1998,4771.0,m,45-54
29280,BD,1998,3522.0,m,55-64
35049,BD,1998,2569.0,m,65
46587,BD,1998,438.0,f,0-14
52356,BD,1998,2663.0,f,15-24
58125,BD,1998,3319.0,f,25-34
63894,BD,1998,2156.0,f,35-44
69663,BD,1998,1212.0,f,45-54
75432,BD,1998,649.0,f,55-64
81201,BD,1998,324.0,f,65
436,BD,1999,259.0,m,0-14
6205,BD,1999,3504.0,m,15-24
11974,BD,1999,5777.0,m,25-34
17743,BD,1999,6143.0,m,35-44
23512,BD,1999,4748.0,m,45-54
29281,BD,1999,3568.0,m,55-64
35050,BD,1999,2701.0,m,65
46588,BD,1999,405.0,f,0-14
52357,BD,1999,2753.0,f,15-24
58126,BD,1999,3276.0,f,25-34
63895,BD,1999,2180.0,f,35-44
69664,BD,1999,1315.0,f,45-54
75433,BD,1999,712.0,f,55-64
81202,BD,1999,333.0,f,65
437,BD,2000,256.0,m,0-14
6206,BD,2000,3640.0,m,15-24
11975,BD,2000,5643.0,m,25-34
17744,BD,2000,5750.0,m,35-44
23513,BD,2000,4718.0,m,45-54
29282,BD,2000,3667.0,m,55-64
35051,BD,2000,2837.0,m,65
46589,BD,2000,495.0,f,0-14
52358,BD,2000,3029.0,f,15-24
58127,BD,2000,3238.0,f,25-34
63896,BD,2000,2247.0,f,35-44
69665,BD,2000,1315.0,f,45-54
75434,BD,2000,778.0,f,55-64
81203,BD,2000,370.0,f,65
438,BD,2001,283.0,m,0-14
6207,BD,2001,3976.0,m,15-24
11976,BD,2001,5834.0,m,25-34
17745,BD,2001,6257.0,m,35-44
23514,BD,2001,5172.0,m,45-54
29283,BD,2001,3682.0,m,55-64
35052,BD,2001,3039.0,m,65
46590,BD,2001,428.0,f,0-14
52359,BD,2001,3392.0,f,15-24
58128,BD,2001,3538.0,f,25-34
63897,BD,2001,2260.0,f,35-44
69666,BD,2001,1492.0,f,45-54
75435,BD,2001,763.0,f,55-64
81204,BD,2001,371.0,f,65
439,BD,2002,449.0,m,0-14
6208,BD,2002,4490.0,m,15-24
11977,BD,2002,6288.0,m,25-34
17746,BD,2002,7038.0,m,35-44
23515,BD,2002,5981.0,m,45-54
29284,BD,2002,4493.0,m,55-64
35053,BD,2002,3682.0,m,65
46591,BD,2002,575.0,f,0-14
52360,BD,2002,3104.0,f,15-24
58129,BD,2002,3926.0,f,25-34
63898,BD,2002,2791.0,f,35-44
69667,BD,2002,2101.0,f,45-54
75436,BD,2002,988.0,f,55-64
81205,BD,2002,865.0,f,65
440,BD,2003,320.0,m,0-14
6209,BD,2003,5166.0,m,15-24
11978,BD,2003,7275.0,m,25-34
17747,BD,2003,8058.0,m,35-44
23516,BD,2003,6947.0,m,45-54
29285,BD,2003,5501.0,m,55-64
35054,BD,2003,4142.0,m,65
46592,BD,2003,544.0,f,0-14
52361,BD,2003,4298.0,f,15-24
58130,BD,2003,4282.0,f,25-34
63899,BD,2003,3258.0,f,35-44
69668,BD,2003,2086.0,f,45-54
75437,BD,2003,1150.0,f,55-64
81206,BD,2003,591.0,f,65
441,BD,2004,420.0,m,0-14
6210,BD,2004,6171.0,m,15-24
11979,BD,2004,8281.0,m,25-34
17748,BD,2004,8914.0,m,35-44
23517,BD,2004,8327.0,m,45-54
29286,BD,2004,6276.0,m,55-64
35055,BD,2004,5144.0,m,65
46593,BD,2004,589.0,f,0-14
52362,BD,2004,5081.0,f,15-24
58131,BD,2004,4869.0,f,25-34
63900,BD,2004,3758.0,f,35-44
69669,BD,2004,2518.0,f,45-54
75438,BD,2004,1434.0,f,55-64
81207,BD,2004,718.0,f,65
442,BD,2005,524.0,m,0-14
6211,BD,2005,8170.0,m,15-24
11980,BD,2005,10443.0,m,25-34
17749,BD,2005,11423.0,m,35-44
23518,BD,2005,11038.0,m,45-54
29287,BD,2005,8476.0,m,55-64
35056,BD,2005,7453.0,m,65
46594,BD,2005,751.0,f,0-14
52363,BD,2005,6776.0,f,15-24
58132,BD,2005,6785.0,f,25-34
63901,BD,2005,5538.0,f,35-44
69670,BD,2005,3960.0,f,45-54
75439,BD,2005,2281.0,f,55-64
81208,BD,2005,1230.0,f,65
443,BD,2006,607.0,m,0-14
6212,BD,2006,9937.0,m,15-24
11981,BD,2006,12166.0,m,25-34
17750,BD,2006,12889.0,m,35-44
23519,BD,2006,13378.0,m,45-54
29288,BD,2006,10283.0,m,55-64
35057,BD,2006,9513.0,m,65
46595,BD,2006,850.0,f,0-14
52364,BD,2006,8164.0,f,15-24
58133,BD,2006,8048.0,f,25-34
63902,BD,2006,6395.0,f,35-44
69671,BD,2006,5020.0,f,45-54
75440,BD,2006,2982.0,f,55-64
81209,BD,2006,1735.0,f,65
444,BD,2007,523.0,m,0-14
6213,BD,2007,10210.0,m,15-24
11982,BD,2007,12442.0,m,25-34
17751,BD,2007,13003.0,m,35-44
23520,BD,2007,13307.0,m,45-54
29289,BD,2007,10653.0,m,55-64
35058,BD,2007,9830.0,m,65
46596,BD,2007,829.0,f,0-14
52365,BD,2007,8562.0,f,15-24
58134,BD,2007,8164.0,f,25-34
63903,BD,2007,6678.0,f,35-44
69672,BD,2007,5220.0,f,45-54
75441,BD,2007,3057.0,f,55-64
81210,BD,2007,1818.0,f,65
445,BD,2008,422.0,m,0-14
6214,BD,2008,10618.0,m,15-24
11983,BD,2008,12926.0,m,25-34
17752,BD,2008,12761.0,m,35-44
23521,BD,2008,13355.0,m,45-54
29290,BD,2008,10772.0,m,55-64
35059,BD,2008,10386.0,m,65
40828,BD,2008,0.0,m,unknown
46597,BD,2008,764.0,f,0-14
52366,BD,2008,9189.0,f,15-24
58135,BD,2008,8389.0,f,25-34
63904,BD,2008,6465.0,f,35-44
69673,BD,2008,5206.0,f,45-54
75442,BD,2008,3173.0,f,55-64
81211,BD,2008,1947.0,f,65
86980,BD,2008,0.0,f,unknown
461,BE,1995,3.0,m,0-14
6230,BE,1995,23.0,m,15-24
11999,BE,1995,49.0,m,25-34
17768,BE,1995,63.0,m,35-44
23537,BE,1995,52.0,m,45-54
29306,BE,1995,54.0,m,55-64
35075,BE,1995,102.0,m,65
46613,BE,1995,3.0,f,0-14
52382,BE,1995,12.0,f,15-24
58151,BE,1995,24.0,f,25-34
63920,BE,1995,32.0,f,35-44
69689,BE,1995,17.0,f,45-54
75458,BE,1995,10.0,f,55-64
81227,BE,1995,34.0,f,65
462,BE,1996,1.0,m,0-14
6231,BE,1996,20.0,m,15-24
12000,BE,1996,43.0,m,25-34
17769,BE,1996,49.0,m,35-44
23538,BE,1996,45.0,m,45-54
29307,BE,1996,32.0,m,55-64
35076,BE,1996,59.0,m,65
46614,BE,1996,4.0,f,0-14
52383,BE,1996,9.0,f,15-24
58152,BE,1996,30.0,f,25-34
63921,BE,1996,25.0,f,35-44
69690,BE,1996,11.0,f,45-54
75459,BE,1996,10.0,f,55-64
81228,BE,1996,26.0,f,65
463,BE,1997,3.0,m,0-14
6232,BE,1997,18.0,m,15-24
12001,BE,1997,45.0,m,25-34
17770,BE,1997,56.0,m,35-44
23539,BE,1997,43.0,m,45-54
29308,BE,1997,41.0,m,55-64
35077,BE,1997,115.0,m,65
46615,BE,1997,2.0,f,0-14
52384,BE,1997,11.0,f,15-24
58153,BE,1997,26.0,f,25-34
63922,BE,1997,22.0,f,35-44
69691,BE,1997,13.0,f,45-54
75460,BE,1997,11.0,f,55-64
81229,BE,1997,28.0,f,65
464,BE,1998,3.0,m,0-14
6233,BE,1998,22.0,m,15-24
12002,BE,1998,50.0,m,25-34
17771,BE,1998,58.0,m,35-44
23540,BE,1998,48.0,m,45-54
29309,BE,1998,36.0,m,55-64
35078,BE,1998,78.0,m,65
46616,BE,1998,2.0,f,0-14
52385,BE,1998,6.0,f,15-24
58154,BE,1998,30.0,f,25-34
63923,BE,1998,20.0,f,35-44
69692,BE,1998,17.0,f,45-54
75461,BE,1998,13.0,f,55-64
81230,BE,1998,35.0,f,65
465,BE,1999,2.0,m,0-14
6234,BE,1999,18.0,m,15-24
12003,BE,1999,40.0,m,25-34
17772,BE,1999,49.0,m,35-44
23541,BE,1999,46.0,m,45-54
29310,BE,1999,38.0,m,55-64
35079,BE,1999,83.0,m,65
46617,BE,1999,4.0,f,0-14
52386,BE,1999,20.0,f,15-24
58155,BE,1999,38.0,f,25-34
63924,BE,1999,19.0,f,35-44
69693,BE,1999,22.0,f,45-54
75462,BE,1999,8.0,f,55-64
81231,BE,1999,16.0,f,65
466,BE,2000,3.0,m,0-14
6235,BE,2000,20.0,m,15-24
12004,BE,2000,57.0,m,25-34
17773,BE,2000,39.0,m,35-44
23542,BE,2000,55.0,m,45-54
29311,BE,2000,32.0,m,55-64
35080,BE,2000,56.0,m,65
46618,BE,2000,6.0,f,0-14
52387,BE,2000,15.0,f,15-24
58156,BE,2000,15.0,f,25-34
63925,BE,2000,19.0,f,35-44
69694,BE,2000,4.0,f,45-54
75463,BE,2000,13.0,f,55-64
81232,BE,2000,27.0,f,65
467,BE,2001,8.0,m,0-14
6236,BE,2001,31.0,m,15-24
12005,BE,2001,40.0,m,25-34
17774,BE,2001,47.0,m,35-44
23543,BE,2001,44.0,m,45-54
29312,BE,2001,23.0,m,55-64
35081,BE,2001,54.0,m,65
46619,BE,2001,6.0,f,0-14
52388,BE,2001,14.0,f,15-24
58157,BE,2001,21.0,f,25-34
63926,BE,2001,24.0,f,35-44
69695,BE,2001,15.0,f,45-54
75464,BE,2001,7.0,f,55-64
81233,BE,2001,18.0,f,65
468,BE,2002,1.0,m,0-14
6237,BE,2002,19.0,m,15-24
12006,BE,2002,56.0,m,25-34
17775,BE,2002,52.0,m,35-44
23544,BE,2002,33.0,m,45-54
29313,BE,2002,19.0,m,55-64
35082,BE,2002,58.0,m,65
46620,BE,2002,6.0,f,0-14
52389,BE,2002,21.0,f,15-24
58158,BE,2002,19.0,f,25-34
63927,BE,2002,16.0,f,35-44
69696,BE,2002,9.0,f,45-54
75465,BE,2002,16.0,f,55-64
81234,BE,2002,16.0,f,65
469,BE,2003,6.0,m,0-14
6238,BE,2003,27.0,m,15-24
12007,BE,2003,33.0,m,25-34
17776,BE,2003,30.0,m,35-44
23545,BE,2003,40.0,m,45-54
29314,BE,2003,17.0,m,55-64
35083,BE,2003,35.0,m,65
46621,BE,2003,5.0,f,0-14
52390,BE,2003,20.0,f,15-24
58159,BE,2003,17.0,f,25-34
63928,BE,2003,15.0,f,35-44
69697,BE,2003,11.0,f,45-54
75466,BE,2003,2.0,f,55-64
81235,BE,2003,7.0,f,65
470,BE,2004,1.0,m,0-14
6239,BE,2004,26.0,m,15-24
12008,BE,2004,55.0,m,25-34
17777,BE,2004,30.0,m,35-44
23546,BE,2004,37.0,m,45-54
29315,BE,2004,24.0,m,55-64
35084,BE,2004,48.0,m,65
46622,BE,2004,6.0,f,0-14
52391,BE,2004,18.0,f,15-24
58160,BE,2004,16.0,f,25-34
63929,BE,2004,20.0,f,35-44
69698,BE,2004,3.0,f,45-54
75467,BE,2004,8.0,f,55-64
81236,BE,2004,14.0,f,65
471,BE,2005,1.0,m,0-14
6240,BE,2005,26.0,m,15-24
12009,BE,2005,50.0,m,25-34
17778,BE,2005,32.0,m,35-44
23547,BE,2005,27.0,m,45-54
29316,BE,2005,15.0,m,55-64
35085,BE,2005,47.0,m,65
40854,BE,2005,0.0,m,unknown
46623,BE,2005,2.0,f,0-14
52392,BE,2005,27.0,f,15-24
58161,BE,2005,31.0,f,25-34
63930,BE,2005,15.0,f,35-44
69699,BE,2005,12.0,f,45-54
75468,BE,2005,4.0,f,55-64
81237,BE,2005,23.0,f,65
87006,BE,2005,0.0,f,unknown
472,BE,2006,4.0,m,0-14
6241,BE,2006,26.0,m,15-24
12010,BE,2006,52.0,m,25-34
17779,BE,2006,38.0,m,35-44
23548,BE,2006,45.0,m,45-54
29317,BE,2006,27.0,m,55-64
35086,BE,2006,42.0,m,65
40855,BE,2006,0.0,m,unknown
46624,BE,2006,6.0,f,0-14
52393,BE,2006,25.0,f,15-24
58162,BE,2006,25.0,f,25-34
63931,BE,2006,18.0,f,35-44
69700,BE,2006,6.0,f,45-54
75469,BE,2006,7.0,f,55-64
81238,BE,2006,22.0,f,65
87007,BE,2006,0.0,f,unknown
473,BE,2007,2.0,m,0-14
6242,BE,2007,23.0,m,15-24
12011,BE,2007,55.0,m,25-34
17780,BE,2007,35.0,m,35-44
23549,BE,2007,38.0,m,45-54
29318,BE,2007,18.0,m,55-64
35087,BE,2007,43.0,m,65
